UUID;Variety Denomination;Variety Denomination Synonym(s) ;UPOV Species Code;Variety Status;EU Variety Status;Variety ID;GMO;Hybrid;Organic;Pollinator;Registration Date;Maintainer N°
236137;DKC5142WX;DKC5142WX;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;000
236139;DKC5144;DKC5144;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;000
236142;DKC5150;DKC5150;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2004;
236143;DKC5152;DKC5152;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;000
236148;DKC5182;DKC5182;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;000
236149;DKC5182WX;DKC5182WX;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236153;DKC5190WX;DKC5190WX;ZEAAA_MAY_GMA;Registered;No;;N;;;;12/01/2017;000
236154;DKC5196;DKC5196;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;000
236156;DKC5209;DKC5209;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;000
236157;DKC5210;DKC5210;ZEAAA_MAY_GMA;Registered;No;;N;;;;29/03/2022;000
236163;DKC5303;DKC5303;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2004;
236166;DKC5353;DKC5353;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2004;
236167;DKC5362;DKC5362;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;08/07/2016;000
236168;DKC5363;DKC5363;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236169;DKC5364;DKC5364;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;08/02/2017;000
236170;DKC5401;;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;
236171;DKC5404;DKC5404;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/02/2021;000
236173;DKC5434;DKC5434;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;469
304249;Subsonic;Subsonic;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236183;DKC5560;DKC5560;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2004;
236184;DKC5562;DKC5562;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/02/2016;000
236187;DKC5595;DKC5595;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;000
236189;DKC5632WX;DKC5632WX;ZEAAA_MAY_GMA;Registered;No;;N;;;;27/03/2017;000
236190;DKC5650;DKC5650;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;000
236193;DKC5685;DKC5685;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/03/2018;000
236194;DKC5685WX;DKC5685WX;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236197;DKC5707;DKC5707;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;
236198;DKC5709;DKC5709;ZEAAA_MAY_GMA;Registered;No;;N;;;;16/01/2020;000
236200;DKC5717;DKC5717;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;
236207;DKC5783;;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;18/12/2003;
304250;Rubrik;Rubrik;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236210;DKC5789;DKC5789;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;000
236211;DKC5810;DKC5810;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;000
236212;DKC5812;DKC5812;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/02/2021;000
236217;DKC5856;DKC5856;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;
236219;DKC5943;DKC5943;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236220;DKC6006;DKC6006;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/02/2002;
236221;DKC6011;DKC6011;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;469
236222;DKC6022;DKC6022;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236226;DKC6050;DKC6050;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;000
236227;DKC6085;DKC6085;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;09/01/2008;
236228;DKC6089;DKC6089;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;09/01/2008;
304251;Tukdam;Tukdam;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236230;DKC6092;DKC6092;ZEAAA_MAY_GMA;Registered;No;;N;;;;15/01/2019;000
236231;DKC6101;DKC6101;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;12/01/2010;
236232;DKC6120;DKC6120;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;09/01/2008;
236235;DKC6181;DKC6181;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;08/05/2018;000
236236;DKC6203;DKC6203;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;
236237;DKC6212;DKC6212;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;000
236239;DKC6228;DKC6228;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
304252;Farmlumos;Farmlumos;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236241;DKC6273;DKC6273;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/01/2018;
236242;DKC6286;DKC6286;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;13/01/2009;
236243;DKC6308;DKC6308;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;000
236244;DKC6309;DKC6309;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;
236245;DKC6315;;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;09/01/2009;
236247;DKC6340WX;DKC6340WX;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;10/04/2017;000
236248;DKC6348;DKC6348;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236249;DKC6351;DKC6351;ZEAAA_MAY_GMA;Registered;No;;N;;;;12/01/2015;000
304253;Zigoto;Zigoto;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236251;DKC6363;DKC6363;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236253;DKC6402;DKC6402;ZEAAA_MAY_GMA;Registered;No;;N;;;;16/01/2020;000
236254;DKC6417;DKC6417;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236255;DKC6418;DKC6418;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;
236257;DKC6441;DKC6441;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236258;DKC6442;DKC6442;ZEAAA_MAY_GMA;Registered;No;;N;;;;19/02/2015;000
236259;DKC6446;DKC6446;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;30/09/2005;000
236260;DKC6450;DKC6450;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236262;DKC6455;DKC6455;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2004;
236263;DKC6457;DKC6457;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;
236264;DKC6492;DKC6492;ZEAAA_MAY_GMA;Registered;No;;N;;;;15/01/2019;000
236265;DKC6503;DKC6503;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;22/12/2020;000
236266;DKC6515;DKC6515;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;469
236267;DKC6521;DKC6521;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236269;DKC6530;DKC6530;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;
236272;DKC6535;DKC6535;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236274;DKC6574;DKC6574;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;19/01/2007;
236276;DKC6587;DKC6587;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;000
236277;DKC6589;DKC6589;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2008;
236278;DKC6590;DKC6590;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;12/01/2010;
236279;DKC6610;DKC6610;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;469
304254;Bayodel;Bayodel;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236280;DKC6625;DKC6625;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236284;DKC6644;DKC6644;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236285;DKC6650;DKC6650;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;000
236286;DKC6653;DKC6653;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;
236287;DKC6660;DKC6660;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236288;DKC6661;DKC6661;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236289;DKC6664;DKC6664;ZEAAA_MAY_GMA;Registered;No;;N;;;;11/01/2016;000
236291;DKC6666;DKC6666;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;02/02/2006;000
236293;DKC6677;DKC6677;ZEAAA_MAY_GMA;Registered;No;;N;;;;19/01/2007;000
236295;DKC6681;DKC6681;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/03/2018;000
236296;DKC6688;DKC6688;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2008;
236297;DKC6710;DKC6710;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236298;DKC6715;DKC6715;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;000
236299;DKC6717;DKC6717;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;
236300;DKC6717WX;DKC6717WX;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;27/03/2017;000
236306;DKC6749;DKC6749;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236307;DKC6751;DKC6751;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;000
236308;DKC6752;DKC6752;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;000
236309;DKC6761;DKC6761;ZEAAA_MAY_GMA;Registered;No;;N;;;;06/12/2016;000
236311;DKC6764;DKC6764;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236312;DKC6765;DKC6765;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236313;DKC6767;DKC6767;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;02/02/2006;
236314;DKC6777;DKC6777;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;27/03/2017;000
236315;DKC6795;DKC6795;ZEAAA_MAY_GMA;Registered;No;;N;;;;20/07/2009;000
236316;DKC6808;DKC6808;ZEAAA_MAY_GMA;Registered;No;;N;;;;16/01/2020;000
236317;DKC6810;DKC6810;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;29/10/2009;469
236318;DKC6812;DKC6812;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236319;DKC6815;DKC6815;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/02/2011;
236320;DKC6818;DKC6818;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;
236321;DKC6819;DKC6819;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;
236322;DKC6827;DKC6827;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236323;DKC6842;DKC6842;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236324;DKC6843;DKC6843;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2003;
236326;DKC6854;DKC6854;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;23/12/2004;000
236327;DKC6876;DKC6876;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2008;
236329;DKC6897;DKC6897;ZEAAA_MAY_GMA;Registered;No;;N;;;;15/01/2019;000
236330;DKC6903;DKC6903;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;12/01/2010;
236331;DKC6919;DKC6919;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;000
236332;DKC6980;DKC6980;ZEAAA_MAY_GMA;Registered;No;;N;;;;05/03/2018;000
236334;DKC7002;DKC7002;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/06/2021;000
236335;DKC7023;DKC7023;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236336;DKC7050;DKC7050;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;27/03/2017;000
236337;DKC7064;DKC7064;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;27/03/2017;000
236338;DKC7084;DKC7084;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;000
236339;DKC7107;DKC7107;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;000
236341;DKC7240;DKC7240;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;19/02/2015;000
236361;DS0198;DS0198;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;28/10/2011;1252
236363;DS0215;DS0215;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1326
236364;DS0216;DS0216;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1326
236365;DS0217;DS0217;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1326
236366;DS0218;DS0218;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1326
236367;DS0219;DS0219;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1326
304255;Transformers;Transformers;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236399;DS1234A;DS1234A;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1326
236403;DS1326D;DS1326D;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;1326
304256;Servo;Servo;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236411;DS1592D;DS1592D;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1326
236412;DS1600E;DS1600E;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1326
236413;DS1609E;DS1609E;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;1326
236417;DS1889B;DS1889B;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1326
236421;DS1899C;DS1899C;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1326
236422;DS1901C;DS1901C;ZEAAA_MAY_GMA;Registered;No;;N;;;;15/01/2019;1326
236424;DS1906C;DS1906C;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1326
236425;DS1916E;DS1916E;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1326
236426;DS1917F;DS1917F;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;1326
304257;Farmtron;Farmtron;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;272
236431;DS1924A;DS1924A;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1326
236434;DS1929B;DS1929B;ZEAAA_MAY_GMA;Registered;No;;N;;;;18/01/2018;1326
236436;DS1934D;DS1934D;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1326
236438;DS1947B;DS1947B;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;1326
304258;MAS 335I;MAS 335I;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236445;DS22187D;DS22187D;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1326
236446;DS22189D;DS22189D;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2018;1326
236448;DS401;DS401;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2008;1252
236449;DS501;DS501;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2008;1252
304259;Bigboss;Bigboss;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236454;Da Vinci;Da Vinci;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;743
236457;Dagobert;Dagobert;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;11/02/2010;426
236459;Daiamond;Daiamond;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;688
306450;Starmas;Starmas;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;27/03/2025;370
236465;Dakovo;Dakovo;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;370
236468;Daleg;Daleg;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/02/2011;345
304260;Trimaran;Trimaran;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236471;Dalmazia;Dalmazia;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;601
236472;Daloa;Daloa;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/10/2018;336
236473;Dalva;Dalva;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;01/01/2001;469
236474;Dalí;Dalí;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;14/11/2002;743
236475;Damao;Damao;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;161
236478;Damiana;Damiana;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;681
304261;MAS 144V;MAS 144V;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236482;Damon VSM;Damon VSM;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2010;159
236483;Dan;Dan;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;;159
236487;Dangila;Dangila;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;370
236488;Daniel;Daniel;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;186
236491;Danixx;Danixx;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;1125
236492;Dante;Dante;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;183
236499;Dardanel;Dardanel;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/02/2018;000
304262;MAS 724K;MAS 724K;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236500;Darel;Darel;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;02/02/2006;345
236501;Dariano;Dariano;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;440
236504;Darius;Darius;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;07/07/2020;1833
236506;Darkness;Darkness;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;000
236509;Darro;Darro;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2017;1127
304263;Trapist;Trapist;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236510;Dart;Dart;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;183
236513;Dastin;Dastin;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1164
236516;Daunni CS;Daunni CS;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;23/12/2004;345
236519;Davida;Davida;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;681
236520;Davis;Davis;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;161
236523;Davvero;Davvero;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;370
236527;De Luxe;De Luxe;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;14/11/2002;1011
236529;Debby;Debby;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
236531;Debix;Debix;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2021;1764
236536;Debussy;Debussy;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;10/08/2016;000
236540;Decibel;Decibel;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
236541;Decker;Decker;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;370
236542;Declic;Declic;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;19/01/2012;370
236543;Deco;Deco;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;13/12/2021;264
236547;Defacto;Defacto;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;1125
236548;Defini CS;Defini CS;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;345
236549;Degas;Degas;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;31/03/2000;743
236559;Dekor;Dekor;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;183
304264;Farwest;Farwest;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236560;Del Moro;Del Moro;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/01/2016;254
236563;Delft;Delft;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;272
236566;Delici CS;Delici CS;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/03/2018;345
236571;Delli;Delli;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;09/01/2008;345
236573;Delpaz;Delpaz;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;18/01/2010;426
236577;Delrio;Delrio;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;07/02/2011;426
236579;Demar - DK 524;Demar - DK 524;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;14/11/2002;469
304265;Maradona;Maradona;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236580;Demar-dk 524;Demar-dk 524;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;705
236581;Demeter;Demeter;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;423
236583;Demonti;Demonti;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2015;272
236584;Demos;Demos;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
236586;Denali;Denali;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;186
292977;Deniro;;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;183
236589;Denni;Denni;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;183
304266;Turbojet;Turbojet;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236591;Densiti CS;Densiti CS;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;11/03/2019;345
236592;Densivia;Densivia;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;000
236595;Derek - DK 562;Derek - DK 562;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;14/11/2002;469
236598;Derkou;Derkou;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;370
236599;Derossi;Derossi;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2009;
304267;Biggy;Biggy;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236603;Despite;Despite;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1764
236607;Device;Device;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;16/01/2020;000
236609;Dexter;Dexter;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;370
236612;Dhala;Dhala;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;23/12/2002;370
236613;Dharma;Dharma;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2002;370
236616;Diadek;Diadek;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
304268;Bobcat;Bobcat;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236624;Diantus;Diantus;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;423
236627;Diaspora;Diaspora;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;19/01/2012;370
236628;Dickens;Dickens;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/12/2002;469
292793;Digital;Digital;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;15/01/2019;254
236635;Diler;Diler;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;161
236636;Diligo;Diligo;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;423
236638;Dimitris;Dimitris;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;389
236639;Dimple;Dimple;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1764
236642;Dinatale;Dinatale;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2009;
236644;Diogene;Diogene;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;186
304269;MAS 377V;MAS 377V;ZEAAA_MAY_GMA;Registered;Yes;Catalogue Addition;N;;;;23/01/2025;370
236650;Diptic;Diptic;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;19/01/2007;
236651;Dirigent;Dirigent;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;12/01/2017;254
236653;Discovery;Discovery;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
236656;Divina;Divina;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;681
236657;Divinis;Divinis;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;389
236663;Dièse;Dièse;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;09/01/2009;1164
236665;Djerba;Djerba;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;373
236684;Doblone;Doblone;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;750
236686;Docs;Docs;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
236687;Document;Document;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;05/02/2021;1764
236689;Doge;Doge;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;07/10/2004;
236690;Dogena;Dogena;ZEAAA_MAY_GMA;Registered;Yes;;N;;;;25/01/2022;272
236694;Dole;Dole;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;
236695;Doliana;Doliana;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;23/12/2004;370
236696;Dolivet;Dolivet;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;18/01/2010;345
236701;Dolores;Dolores;ZEAAA_MAY_GMA;Surrendered;No;;N;;;;;350
236708;Dominix;Dominix;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;696
236709;Domino;Domino;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;571
236713;Domo;Domo;ZEAAA_MAY_GMA;Surrendered;Yes;;N;;;;;267
