UUID;Variety Denomination;Variety Denomination Synonym(s) ;UPOV Species Code;Variety Status;EU Variety Status;Variety ID;GMO;Hybrid;Organic;Pollinator;Registration Date;Maintainer N°
198417;Genio;Genio;BETAA_VUL_GVS;Surrendered;No;;N;;;;;256
198426;Giacomina KWS;Giacomina KWS;BETAA_VUL_GVS;Registered;Yes;;N;;;Spring;04/02/2020;183
198427;Giada;Giada;BETAA_VUL_GVS;Surrendered;No;;N;;;;13/11/2018;264
198429;Gianna;Gianna;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;04/11/2002;264
198433;Gilamon;Gilamon;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
198437;Gina;Gina;BETAA_VUL_GVS;Surrendered;No;;N;;;;31/12/2000;264
198439;Gioiello;Gioiello;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;587
198441;Giorgio;Giorgio;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;15/09/2000;
198451;Gladio;Gladio;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;27/03/2006;15
198452;Glenda;Glenda;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;02/04/2008;264
292812;Golf;Golf;BETAA_VUL_GVS;Surrendered;No;;N;;;;;107
198494;Greco;Greco;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
198495;Green;Green;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;09/01/2001;
198504;Gromono;Gromono;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;562
198521;HI 1387;HI 1387;BETAA_VUL_GVS;Registered;Yes;;N;;;;30/03/2018;1681
198523;HM1612;HM1612;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/01/2008;1266
198525;HM5517;HM5517;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/01/2008;1681
198565;Hemus;Hemus;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;04/11/2002;1266
198597;Hilleshög au poly;Hilleshög au poly;BETAA_VUL_GVS;Surrendered;No;;N;;;;04/11/2002;
198618;Hornbill;Hornbill;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
198622;Houston;Houston;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;24/01/2008;
198654;Impala;Impala;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;02/04/2008;264
198672;Insigna;Insigna;BETAA_VUL_GVS;Registered;Yes;;N;;;;02/02/2018;479
198679;Invermono;Invermono;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;562
198680;Inverstar;Inverstar;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;587
198682;Ippolita;Ippolita;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/01/2008;1266
198685;Iride;Iride;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;18/02/2002;110
198686;Iris;Iris;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
198695;Isidora;Isidora;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/01/2008;1681
198697;Itaca;Itaca;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;60
198698;Italmono;Italmono;BETAA_VUL_GVS;Surrendered;No;;N;;;;;153
198777;Jollysaros;Jollysaros;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;60
198790;Juliet;Juliet;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;04/11/2002;1681
198803;Jura;;BETAA_VUL_GVS;Surrendered;No;;N;;;;18/06/2018;479
198833;Kappa;Kappa;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;20/02/2001;1266
198839;Karimekh;Karimekh;BETAA_VUL_GVS;Registered;Yes;;N;;;;18/06/2018;587
198859;Kaweduca;Kaweduca;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
198862;Kaweintermono;Kaweintermono;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
198863;Kaweinterpoly;Kaweinterpoly;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
198869;Kawepoly;Kawepoly;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
198887;Khafra;Khafra;BETAA_VUL_GVS;Surrendered;No;;N;;;;12/06/2006;359
198948;Kudu;Kudu;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
198959;LS1210;LS1210;BETAA_VUL_GVS;Registered;Yes;;N;;;;21/03/2019;000
198960;LS1213;LS1213;BETAA_VUL_GVS;Registered;Yes;;N;;;;21/03/2019;000
198972;Lamis;Lamis;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
198974;Lampo;Lampo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;15
198984;Larice;Larice;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199000;Lavina;Lavina;BETAA_VUL_GVS;Surrendered;No;;N;;;;31/10/2006;264
199009;Leila;Leila;BETAA_VUL_GVS;Surrendered;No;;N;;;;20/02/2001;264
199012;Lemoore;Lemoore;BETAA_VUL_GVS;Registered;Yes;;N;;;;21/03/2019;000
199013;Lena;Lena;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199027;Levante;Levante;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199033;Libeccio;Libeccio;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199040;Licia;Licia;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;1049
199044;Lightning;Lightning;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;13/06/2019;479
199052;Linda;Linda;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199056;Lion 9703 Aaron;Lion 9703 Aaron;BETAA_VUL_GVS;Surrendered;No;;N;;;;21/03/2019;
199057;Lion 9704 Annie;Lion 9704 Annie;BETAA_VUL_GVS;Surrendered;No;;N;;;;17/12/1999;
199100;Lucera;Lucera;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199107;Lucrezia KWS;Lucrezia KWS;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;24/01/2008;
199128;Luxomon;Luxomon;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;562
199139;MK 865 Doris;MK 865 Doris;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/10/2002;587
199141;Macaw;Macaw;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
199142;Macropoly;Macropoly;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199154;Maestrale;Maestrale;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199160;Magic;Magic;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;19/05/2010;847
199175;Maka;Maka;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199181;Malibu;Malibu;BETAA_VUL_GVS;Registered;Yes;;N;;;;30/03/2018;1681
199182;Malika;Malika;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;587
199195;Manila;Manila;BETAA_VUL_GVS;Surrendered;No;;N;;;;31/03/2000;847
199218;Maribo Auta Poly;Maribo Auta Poly;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199219;Maribo auta mono;;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199220;Maribo magna poly;;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199223;Maribo poly;Maribo poly;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199249;Marsupial Smart;Marsupial Smart;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;479
199256;Marzouka;Marzouka;BETAA_VUL_GVS;Registered;Yes;;N;;;;13/06/2019;479
199260;Massima;Massima;BETAA_VUL_GVS;Surrendered;No;;N;;;;24/01/2008;
199267;Mátra;Mátra;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;19/05/2010;847
199281;Medea;Medea;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;587
199285;Megane;Megane;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;20/02/2001;1266
199286;Megauta;Megauta;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/02/2001;571
199294;Melissa;Melissa;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199312;Meridiana;Meridiana;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;60
199320;Mezzano Poly A;Mezzano Poly A;BETAA_VUL_GVS;Registered;No;;N;;;;21/10/2002;479
199324;Michelangelo;Michelangelo;BETAA_VUL_GVS;Registered;Yes;;N;;;;07/01/2021;1762
199326;Micron;Micron;BETAA_VUL_GVS;Surrendered;No;;N;;;;;256
199330;Mikado;Mikado;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199333;Milena;Milena;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;31/03/2000;
199340;Mimosa;Mimosa;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2014;212
199343;Mini;Mini;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199358;Mistral;Mistral;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2015;479
199359;Mitika;Mitika;BETAA_VUL_GVS;Registered;Yes;;N;;;;21/03/2019;000
199360;Mito;Mito;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199382;Monita;Monita;BETAA_VUL_GVS;Surrendered;No;;N;;;;21/10/2002;153
199383;Monivera;Monivera;BETAA_VUL_GVS;Registered;No;;N;;;;29/03/2017;479
199385;Zwanmonmedia;Zwanmonmedia;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199386;Monobarda;Monobarda;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;153
199389;Monofort;Monofort;BETAA_VUL_GVS;Registered;No;;N;;;;01/03/2016;479
199390;Monohikari;Monohikari;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;264
199391;Monohil;Monohil;BETAA_VUL_GVS;Surrendered;No;;N;;;;21/01/2008;1266
199393;Monomassa;Monomassa;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;153
199397;Montana;Montana;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;06/05/2009;
199398;Monte Bianco;Monte Bianco;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;31/03/2000;
199435;Naila;Naila;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199453;Nausica;Nausica;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;20/03/2003;1266
199463;Nektarine;Nektarine;BETAA_VUL_GVS;Registered;Yes;;N;;;;24/01/2008;479
199467;Nemadie;Nemadie;BETAA_VUL_GVS;Surrendered;No;;N;;;;;256
199473;Nemty;Nemty;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;587
199480;Nestorix;Nestorix;BETAA_VUL_GVS;Registered;Yes;;N;;;;24/01/2008;479
199481;Nettuno;Nettuno;BETAA_VUL_GVS;Registered;Yes;;N;;;;01/03/2016;479
199487;New York;New York;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;24/01/2008;
199501;Nimafire;Nimafire;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;587
199505;Ninfea;Ninfea;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2014;212
199512;Nora;Nora;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;264
199517;Norina KWS;Norina KWS;BETAA_VUL_GVS;Surrendered;No;;N;;;;13/11/2018;264
199520;Noun;Noun;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;587
199521;Novagemo;Novagemo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;256
199523;Novanta;Novanta;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199527;Novis;Novis;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199528;Novo;Novo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199529;Nubia;Nubia;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199568;Ontario;Ontario;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;02/04/2008;264
199569;Opera;Opera;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;289
199578;Orazia KWS;Orazia KWS;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;183
199583;Oregon;Oregon;BETAA_VUL_GVS;Surrendered;No;;N;;;;02/04/2008;264
199589;Orio;Orio;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199595;Ornella;Ornella;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
199608;Otis;Otis;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199609;Ottavia KWS;Ottavia KWS;BETAA_VUL_GVS;Registered;No;;N;;;;07/01/2021;183
199612;Ovatio;Ovatio;BETAA_VUL_GVS;Registered;No;;N;;;;01/03/2016;479
199635;Paloma;Paloma;BETAA_VUL_GVS;Surrendered;No;;N;;;;20/03/2003;571
199639;Pamir;Pamir;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199645;Pantera;Pantera;BETAA_VUL_GVS;Registered;Yes;;N;;;;02/02/2018;479
199647;Paola;Paola;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;31/03/2000;
199651;Papuan;Papuan;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;479
199659;Paseo;Paseo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;18/02/2002;1266
199683;Peler;Peler;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2015;479
199689;Perfekta;Perfekta;BETAA_VUL_GVS;Registered;Yes;;N;;;;21/03/2019;000
199691;Performa;Performa;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199718;Piera;Piera;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;08/03/2007;264
199741;Platypus;Platypus;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
199745;Plus;Plus;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199746;Plutone;Plutone;BETAA_VUL_GVS;Registered;Yes;;N;;;;01/03/2016;479
199754;Polimono;Polimono;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199761;Polyrave E;Polyrave E;BETAA_VUL_GVS;Registered;No;;N;;;;21/10/2002;479
199763;Polysaros A/15;Polysaros A/15;BETAA_VUL_GVS;Surrendered;No;;N;;;;30/04/2001;60
199764;Polysaros K 3;Polysaros K 3;BETAA_VUL_GVS;Surrendered;No;;N;;;;;60
199771;Porto;Porto;BETAA_VUL_GVS;Surrendered;No;;N;;;;;289
199772;Porto Rico;Porto Rico;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;31/03/2000;
199779;Pregio;Pregio;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;289
199786;Presto;Presto;BETAA_VUL_GVS;Surrendered;No;;N;;;;;256
199787;Preziosa KWS;Preziosa KWS;BETAA_VUL_GVS;Registered;No;;N;;;;02/02/2018;183
199790;Primapoly;;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
199792;Primera;Primera;BETAA_VUL_GVS;Registered;Yes;;N;;;;23/01/2009;000
199793;Primo;Primo;BETAA_VUL_GVS;Surrendered;No;;N;;;;23/02/1999;
199809;Pronto;Pronto;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;289
199823;Punto;Punto;BETAA_VUL_GVS;Registered;Yes;;N;;;;04/11/2002;000
199828;Pyrenee;Pyrenee;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
199843;Radiante;Radiante;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;587
199845;Radnevo;Radnevo;BETAA_VUL_GVS;Surrendered;No;;N;;;;04/11/2002;1266
199847;Raffaello;Raffaello;BETAA_VUL_GVS;Registered;Yes;;N;;;;07/01/2021;1762
199856;Ramona;Ramona;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
292849;Ravel;Ravel;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
199875;Record;Record;BETAA_VUL_GVS;Surrendered;No;;N;;;;21/10/2002;
199905;Rhem;Rhem;BETAA_VUL_GVS;Registered;Yes;;N;;;;;571
199913;Riace;Riace;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;153
199914;Riandra;Riandra;BETAA_VUL_GVS;Registered;Yes;;N;;;;18/06/2018;587
199921;Ricco;Ricco;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;153
199922;Ricer;Ricer;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2014;479
199924;Ricru;Ricru;BETAA_VUL_GVS;Registered;Yes;;N;;;;01/03/2016;479
199926;Rifox;Rifox;BETAA_VUL_GVS;Registered;Yes;;N;;;;01/03/2016;479
199931;Rima;Rima;BETAA_VUL_GVS;Registered;No;;N;;;;29/03/2017;479
199942;Ritmic;Ritmic;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;08/03/2007;110
199943;Ritmo;;BETAA_VUL_GVS;Surrendered;No;;N;;;;19/05/2010;847
199945;Ritop;Ritop;BETAA_VUL_GVS;Registered;Yes;;N;;;;12/09/2005;479
199948;Riviera;Riviera;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199950;Rizofort;Rizofort;BETAA_VUL_GVS;Registered;Yes;;N;;;;01/03/2016;479
199952;Rizopeso;Rizopeso;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;09/01/2001;
199953;Rizor;Rizor;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;000
199954;Rizostar;Rizostar;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;60
199955;Rizostop;Rizostop;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
199956;Rizotri;Rizotri;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
199962;Rocca;Rocca;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2015;479
199965;Rock;Rock;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
199968;Rolax;Rolax;BETAA_VUL_GVS;Surrendered;No;;N;;;;;587
199971;Rombo;Rombo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;15
199972;Romea;Romea;BETAA_VUL_GVS;Surrendered;No;;N;;;;;256
199979;Rosafina;Rosafina;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
199980;Rosaflor;Rosaflor;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
199987;Rosamax;Rosamax;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
199995;Rosastar;Rosastar;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
199996;Rosatlas;Rosatlas;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
200004;Roxane;Roxane;BETAA_VUL_GVS;Surrendered;No;;N;;;;;359
292851;Rumba;Rumba;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;107
200048;Saka;Saka;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;18/06/2018;587
200059;Samba;Samba;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;107
200064;Sanamono;Sanamono;BETAA_VUL_GVS;Surrendered;No;;N;;;;;256
200093;Sauro;Sauro;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;15
200104;Scelto;Scelto;BETAA_VUL_GVS;Surrendered;No;;N;;;;;289
200106;Scirocco;Scirocco;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
200111;Scudo;Scudo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;04/11/2002;15
200123;Senorita;Senorita;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;27/03/2006;496
200128;Serena;Serena;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/01/2008;1266
200140;Sfast;Sfast;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;18/06/2018;587
200156;Sibel;Sibel;BETAA_VUL_GVS;Registered;Yes;;N;;;;26/02/2018;479
200162;Sierra;Sierra;BETAA_VUL_GVS;Surrendered;No;;N;;;;16/01/2007;1266
200163;Sigma;Sigma;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;269
200171;Silla;Silla;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;110
200190;Sistar;Sistar;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;28/03/2002;110
200194;Skater;Skater;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;479
200202;Smart Alamea KWS;Smart Alamea KWS;BETAA_VUL_GVS;Registered;No;;N;;;;05/02/2021;183
200207;Smart Briga KWS;Smart Briga KWS;BETAA_VUL_GVS;Registered;No;;N;;;Spring;04/02/2020;183
200209;Smart Djerba KWS;Smart Djerba KWS;BETAA_VUL_GVS;Registered;No;;N;;;Spring;04/02/2020;183
200215;Smart Imola KWS;Smart Imola KWS;BETAA_VUL_GVS;Registered;Yes;;N;;;Spring;04/02/2020;183
200217;Smart Jella KWS;Smart Jella KWS;BETAA_VUL_GVS;Surrendered;No;;N;;;Spring;04/02/2020;183
200229;Smart Perla KWS;Smart Perla KWS;BETAA_VUL_GVS;Registered;No;;N;;;;25/01/2022;183
200235;Smart Sephora KWS;Smart Sephora KWS;BETAA_VUL_GVS;Registered;No;;N;;;;05/02/2021;183
200240;Smeraldo;Smeraldo;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;587
200272;Spazia;Spazia;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;1049
200276;Spica;Spica;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2014;479
200278;Spin;Spin;BETAA_VUL_GVS;Registered;Yes;;N;;;;04/11/2002;1681
200289;Stag;Stag;BETAA_VUL_GVS;Registered;Yes;;N;;;;12/08/2017;479
200294;Starling;Starling;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
292858;Sucres;Sucres;BETAA_VUL_GVS;Registered;Yes;;N;;;;06/02/2018;587
200320;Sucrosaros;Sucrosaros;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;60
200322;Sufia;Sufia;BETAA_VUL_GVS;Registered;Yes;;N;;;;25/01/2022;587
200329;Supermonosaros;Supermonosaros;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;60
200331;Suprafort;Suprafort;BETAA_VUL_GVS;Registered;No;;N;;;;11/03/2014;479
200332;Suprafort Cerco;Suprafort Cerco;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2014;479
200334;Surprise;Surprise;BETAA_VUL_GVS;Registered;No;;N;;;;29/03/2017;479
200336;Susan;Susan;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;02/04/2008;264
200378;Tango;Tango;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
200389;Taro;Taro;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
200395;Tau;Tau;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;16/01/2007;1266
200431;Thema;Thema;BETAA_VUL_GVS;Surrendered;No;;N;;;;;
200445;Tigre;Tigre;BETAA_VUL_GVS;Registered;Yes;;N;;;;;571
200456;Tipo;Tipo;BETAA_VUL_GVS;Surrendered;No;;N;;;;16/01/2007;1266
200513;Trigno;Trigno;BETAA_VUL_GVS;Registered;Yes;;N;;;;11/03/2015;479
200526;Trono;Trono;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;289
200549;Typhoon;Typhoon;BETAA_VUL_GVS;Registered;Yes;;N;;;;13/06/2019;479
200557;Umbra;Umbra;BETAA_VUL_GVS;Registered;No;;N;;;;29/03/2017;479
200558;Uninova;Uninova;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
200560;Univers;Univers;BETAA_VUL_GVS;Registered;No;;N;;;;29/03/2017;479
200571;Valencia;Valencia;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;20/03/2003;847
200574;Valeta;Valeta;BETAA_VUL_GVS;Registered;Yes;;N;;;;01/03/2016;479
200583;Vanto;Vanto;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;04/11/2002;1266
200595;Venere;Venere;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
200604;Vero;Vero;BETAA_VUL_GVS;Registered;Yes;;N;;;;;289
200607;Vertigo;Vertigo;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
200611;Vexil;Vexil;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;27/06/2006;289
200612;Vico;Vico;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
200615;Victoria;Victoria;BETAA_VUL_GVS;Surrendered;No;;N;;;;;264
200622;Vigortop;Vigortop;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
200627;Viola;Viola;BETAA_VUL_GVS;Surrendered;No;;N;;;;31/03/2000;
200628;Viola KWS;Viola KWS;BETAA_VUL_GVS;Registered;No;;N;;;;25/01/2022;183
200634;Visa;Visa;BETAA_VUL_GVS;Registered;Yes;;N;;;;29/03/2017;479
200636;Visivius;Visivius;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
200642;Viva;Viva;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;;
200654;Volpe;Volpe;BETAA_VUL_GVS;Registered;Yes;;N;;;;20/10/2015;479
200694;Yaris;Yaris;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;18/02/2002;1266
200695;Yasmine;Yasmine;BETAA_VUL_GVS;Surrendered;No;;N;;;;20/03/2003;847
200709;Zaira;Zaira;BETAA_VUL_GVS;Surrendered;Yes;;N;;;;21/01/2008;1266
200732;Zwaanpoly;Zwaanpoly;BETAA_VUL_GVS;Surrendered;No;;N;;;;14/03/2005;
199872;Rebecca KWS;Rebecca KWS;BETAA_VUL_GVS;Terminated;No;Catalogue Deletion;N;;;;15/02/2022;183
197396;Bettina KWS;Bettina KWS;BETAA_VUL_GVS;Terminated;No;Catalogue Deletion;N;;;;15/02/2022;183
293841;Terrapin Smart;Terrapin Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;479
199820;Puma;Puma;BETAA_VUL_GVS;Registered;Yes;Catalogue Modification;N;;;;30/04/2015;1890
200333;Suprema;Suprema;BETAA_VUL_GVS;Registered;Yes;Catalogue Modification;N;;;;15/01/1990;1890
293842;Smart Evita KWS;Smart Evita KWS;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;183
293843;Ameriva KWS;Ameriva KWS;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;183
293558;BTS 1715;BTS 1715;BETAA_VUL_GVS;Registered;No;Catalogue Addition;N;;;;29/01/2023;189
293844;BTS 2095 N;BTS 2095 N;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;189
293845;BTS Smart 2815 N;BTS Smart 2815 N;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;189
293846;Kamzik Smart;Kamzik Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;479
293847;Fd Manoir Smart;Fd Manoir Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;359
293848;Manatee Smart;Manatee Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;479
293849;Agame Smart;Agame Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;479
293850;Bucanneer Smart;Bucanneer Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;479
293851;Sparrow Smart;Sparrow Smart;BETAA_VUL_GVS;Registered;Yes;Catalogue Addition;N;;;;29/01/2023;479
